token,tf,df,tf-idf
指數,6227,1850,133.43009584035357
台股,5517,1910,116.91407063418673
今日,2981,1029,89.82448112186746
市場,3405,1610,77.0999840631576
下跌,2678,1154,76.78812047641165
億元,3065,1539,72.9970520754202
股價,2720,1304,71.62160300984992
族群,2555,1148,71.39408343482053
蘋果,2215,985,68.83068196896181
今天,1805,792,68.08955639370303
法人,2417,1282,63.83840865121097
電子,2223,1169,63.042640767921945
台積,2247,1462,60.7070224817573
營收,1646,699,59.61206808745847
大立光,1951,1161,58.64655950223097
外資,2046,1130,57.9050997393772
超億元,1455,519,57.78770752436784
反彈,1812,896,57.73257128391914
股市,1903,1095,56.6844723514462
跌幅,1562,823,53.962085069047056
終場,1830,1138,52.86646756406441
漲點,1526,924,51.599612608216425
新高,1570,865,51.463699221940104
指期,1137,513,50.39313445119608
美股,1663,1017,50.249984734996
一度,1508,943,49.98855112434655
漲幅,1384,767,49.586659970820875
成交,1547,927,49.04225252804315
蘋概,1321,715,48.433288102922795
權值,1511,987,48.07571808736605
持續,1635,999,47.923925054438705
今年,1535,862,47.713321745149564
表示,1622,1110,47.58806295365636
加上,1576,1006,47.406016685651146
整理,1399,845,47.31868131563252
分析,1611,1222,45.63633281511883
行情,1262,720,45.5599204951902
表現,1450,905,45.46433134216229
預期,1469,934,45.21981296990561
昨日,1245,594,45.03546715290485
類股,1224,687,43.54703883085323
短線,1253,754,43.44532182386128
目前,1404,900,43.19144867040017
成交量,1535,875,43.07439797532377
金融,1328,888,42.95435109133849
美國,1303,768,42.4892322998264
強勢,1254,817,42.3684697334508
走勢,1254,836,41.98534758053763
早盤,1082,653,41.66439140425288
元件,1153,658,41.30610037236338
震盪,1123,777,39.46181099732765
被動,1036,590,38.88900435668482
跌破,986,610,38.47967375959279
影響,1214,847,38.37024847824134
台北,977,784,38.269635420948546
包括,1085,693,37.901152746154
第季,844,421,37.745625025849684
不過,1034,698,36.93510913269537
可望,1026,638,36.92180405627271
大立,998,737,36.86546184806315
近期,1059,743,36.78973696893229
投信,979,673,36.230837316238265
方面,1031,649,36.15033179239872
成長,1004,569,36.107254026153576
以上,1008,693,36.05412140382183
大盤,929,633,35.94822464020038
超過,872,510,35.49704727868729
出現,1008,679,35.25393576631405
指出,1002,738,34.95871462508365
美元,894,531,34.87076793138755
指標,963,663,34.72961110027909
作收,908,573,34.60170946821705
公布,817,541,34.356981564732045
公司,954,552,34.32412313215278
同步,870,606,34.27178597795832
股指,789,485,33.414387743800035
操作,917,592,33.17258958408834
股票,754,224,33.03738448021739
財報,822,504,32.93585050353176
台幣,736,585,32.887528511006195
重挫,775,469,32.855675484306424
留意,871,556,32.68491491785199
格局,869,594,32.45475428255894
三大,911,614,32.40102858386151
大跌,732,445,32.30333268249408
大漲,771,519,31.69710931242605
其中,913,665,31.653136869802854
以及,820,572,31.287183616954593
金融股,753,553,30.970522843946608
加權,815,671,30.969403242359906
帶動,837,659,30.673923261603946
受到,875,639,30.621030789224964
支撐,793,593,30.61339193135697
之上,752,559,30.532851378888545
受惠,796,546,30.345250994807103
台塑,699,500,30.309617616666028
交易,647,321,30.164518025817063
國際,797,552,30.09144178642543
集中,1058,429,30.071392946668283
平盤,665,465,29.917013271319398
去年,708,410,29.886714960442806
走低,685,470,29.795276754587395
機會,768,575,29.598226273627656
股表現,710,525,29.522349892911592
年月日,603,572,29.484569290383583
開盤,685,531,29.408499287946274
收盤,809,404,29.182989341318056
獲利,773,524,29.04930691692863
盤勢,698,485,28.608118187260708
可能,766,542,28.50663474473674
激勵,718,517,28.437357526538108
走高,666,484,28.35628288096802
附近,655,458,28.200832414351872
概念股,652,460,27.88497726287857
資金,704,494,27.479212005933658
最高,639,526,27.437473311417577
壓力,699,509,27.42791430129737
塑化,633,486,27.379532621361143
券商,408,184,27.362916569731595
多方,621,413,27.345242896450742
盤中,620,505,27.288207535870136
預估,650,492,27.24448373675834
積電,659,539,27.23747559182145
部分,737,550,26.930303753849625
新科,615,439,26.87067230266688
相對,631,497,26.824541372368063
整體,678,537,26.801277908169986
季線,608,391,26.742754240393584
經濟,650,419,26.731435343381495
主要,680,541,26.683179456642666
日線,603,375,26.648810401037956
中小型,594,410,26.545446758063754
再度,666,501,26.299288658382107
年線,561,287,26.24643245206357
股盤,521,437,25.91072304986877
貿易,614,408,25.850298756015185
台灣,667,452,25.73206309562616
上市,664,496,25.720826697060883
失守,564,379,25.655470882525304
以來,614,461,25.404487468839392
弱勢,588,454,25.360312934146624
認為,574,446,25.13772620597797
可成,528,412,25.071015934291793
升息,577,365,24.88037236907762
部位,610,333,24.844572256614246
修正,543,360,24.78932463102352
全球,622,447,24.706367227072196
其他,564,420,24.530991215513758
以點,544,429,24.29022989617712
多頭,537,412,24.259042857908344
最低,533,426,24.168018115231703
展望,592,462,24.052420267518798
開高,529,384,23.9817622330488
雖然,577,445,23.977236212425126
相關,585,413,23.85494747470903
投資,661,380,23.852153697142928
走揚,507,386,23.76497586652829
每股,547,269,23.55682712541347
拖累,534,404,23.440813571580573
旺季,526,386,23.34371394537121
賣壓,557,428,23.319265283150234
半年,485,289,23.19762655923782
中央社,394,390,23.14188486916318
萬點,411,236,23.045788128082172
保守,547,414,23.04112787032796
中國,547,350,22.943211332737377
應鏈,508,359,22.886774700624887
投資人,551,411,22.869027954491006
明年,492,288,22.7574545068248
觀望,475,342,22.616489975304063
中信,499,372,22.592650444549125
投顧,480,363,22.48840266093146
增加,549,388,22.465578833913916
本周,472,289,22.423260409352032
看好,516,380,22.41245187743496
短期,500,391,22.33082620070816
利率,523,349,22.28189505082879
下半年,484,311,22.23337563305875
手機,480,294,22.07771347345414
科技,484,292,22.050853252765222
自營,528,451,22.035775900534087
是否,512,384,21.943432722865246
波段,481,350,21.93210133586723
下挫,439,336,21.910280684497586
鏡頭,432,152,21.87676270446973
上攻,475,364,21.607463621241717
觀察,525,409,21.581962352977765
站上,451,326,21.514814152854573
跌停,378,261,21.51125390795384
因此,518,405,21.480265844253747
顯示,511,426,21.462911818689015
力道,489,399,21.45100476527924
半導體,505,416,21.441684714730485
收在點,422,350,21.139049540426857
另外,475,391,21.05833194189609
記者,412,402,21.019110116460727
股王,412,348,21.013342001246876
高點,476,360,20.952049669275564
收斂,444,365,20.944510979687788
交易日,431,347,20.578835012310318
小跌,427,328,20.50204045760322
開始,490,364,20.480704701980866
走跌,401,306,20.457544017108194
未來,495,401,20.439856570349956
開低,399,306,20.306503132462748
賣超,420,267,20.269779549358322
向上,464,342,20.218666136695848
面板,405,275,20.202166553101563
突破,449,349,20.186961381136566
尾盤,430,329,20.06683809376624
需求,481,360,20.059561162635546
維持,449,358,20.05769357625962
水泥,433,358,19.984703775674387
超前,394,113,19.969067999660894
新光,438,326,19.927470890863162
籌碼,428,354,19.922928356675108
買盤,435,336,19.86088937241324
進入,466,396,19.846729120703234
利空,431,329,19.644699764854312
科技股,392,285,19.63565425736023
止跌,398,293,19.62883887128714
期指,286,182,19.40990742740322
營運,415,311,19.387468962339547
高檔,415,335,19.385062806789673
除息,346,178,19.265641337507894
跳空,385,291,19.156198141047668
全面,405,326,19.10617747694064
明顯,416,362,19.031869335542723
低點,386,296,19.029918922073833
回檔,365,270,18.98943783611043
美中,399,238,18.923214184855524
至於,398,294,18.862402922727096
第一,443,339,18.82869153814797
至點,376,258,18.803054801183755
走弱,375,297,18.720279456602647
利多,403,330,18.693218221048276
布局,400,321,18.589465581596876
盤面,421,347,18.48235947366719
傳產,408,318,18.480936376219994
工商,355,295,18.375513862948267
金額,410,227,18.33108417386563
現貨,338,268,18.329337629195287
業績,390,325,18.217519981465838
之下,390,297,18.19622910287686
汽車,395,326,18.156539102647333
互見,340,296,18.15539774735843
趨勢,385,307,18.136599190561718
產品,387,255,18.108385048901667
產業,396,311,18.08577746788788
關卡,361,311,18.028848274248222
分別,420,305,17.973909906852125
毛利率,326,199,17.95773454086296
技術,432,363,17.899705927257237
基本面,375,286,17.84346347949891
建議,394,302,17.770534673777462
日值,312,179,17.741613149046014
零組件,388,340,17.71025647845402
開出,376,319,17.659115158129328
電大立,315,276,17.646665977416514
均線,364,272,17.63966015826986
食品,345,313,17.609431076038142
新低,335,252,17.545011075197223
焦點,337,295,17.444828171141538
月光,316,253,17.402740382036786
王大立,343,331,17.40108031053544
面上,344,304,17.36671501001764
成為,359,297,17.358329077529408
連續,363,299,17.336718912122503
因素,371,288,17.311893267514467
技術面,396,326,17.250016461224096
推薦,176,70,17.24246849638563
推升,363,318,17.18033118516574
大型,335,266,17.119355089537525
依次,157,53,17.10198173402412
供應,344,268,17.072225441203614
信心,353,297,17.06458087965829
淨多單,345,202,16.946589180230728
周二,257,125,16.896402390981326
減碼,334,244,16.882549838112777
有利,360,296,16.877347917245103
上半年,324,200,16.860410094175524
最大,350,266,16.82899953902874
日均,307,195,16.808898241490848
台積電,326,276,16.776747487712925
道瓊,329,287,16.765286323143748
還是,353,234,16.762239917454657
五大,361,117,16.74448856478377
時報,322,245,16.70827872552713
客戶,353,221,16.663262410112218
新機,305,210,16.550690592726554
認購,557,50,16.41625144704499
企業,365,273,16.40671799416682
政策,361,283,16.394027675308834
期貨,324,218,16.296012483137723
加碼,335,272,16.275749553728303
近日,315,248,16.225011399381746
關注,324,265,16.201387281002926
抗跌,293,213,16.103465088303675
重要,333,276,16.063156051845738
力守,291,235,16.011411979124397
變化,352,250,15.97070252056205
內容,376,326,15.905426544439198
大幅,341,293,15.859207617405232
銷售,321,242,15.846255905313747
四大,341,301,15.828712051937597
疲弱,295,260,15.748508832110184
證券,314,229,15.70196535649134
下滑,296,237,15.696723123222524
金富,270,230,15.689622544230211
跌點,239,160,15.679584594402764
昨天,255,174,15.66496811065342
到點,261,222,15.5964206403317
金台,253,202,15.552966533046845
矽晶圓,324,259,15.551345886780643
因為,343,233,15.530542261386183
貿易戰,306,235,15.520005993176362
漲勢,282,235,15.505197582191034
上下,295,247,15.482849551552592
平均,375,218,15.466121176934708
收漲,251,178,15.44946320687704
股漲,272,244,15.436091982090911
創下,302,250,15.39981329321009
董事,312,232,15.39323725991733
幅度,274,202,15.33425656050435
題材,316,267,15.326448636522196
工業,281,245,15.324511527769804
月線,287,220,15.290837441399574
持股,316,221,15.282493666837912
大量,282,182,15.203577467508447
富邦,276,224,15.176062322713165
交叉,293,225,15.12185393602875
亮眼,309,258,15.116673075166396
風險,290,234,15.059356339157247
周線,263,177,15.047218831500569
集團,297,234,15.02447920445246
延續,296,227,14.997280798806992
紡織,271,222,14.978444375755306
左右,254,202,14.945892649766655
合計,370,353,14.880672221126861
空間,288,230,14.830981021323142
提供,285,247,14.77364230067592
價格,307,211,14.769940732330628
立光,235,217,14.766345007801744
美式,492,24,14.760916645224993
呈現,283,240,14.745908238474073
此外,302,248,14.671181120550413
區間,278,221,14.632801481854484
歷史,295,255,14.626091177604424
買超,267,180,14.559587307241062
超張,366,69,14.533436833307158
小幅,248,214,14.485416613697089
普遍,273,239,14.48133522988122
玉晶光,250,164,14.480801843641338
上周,269,164,14.460606707205104
油價,260,202,14.452237848474264
電鴻海,231,207,14.436927707240967
光學,251,193,14.429499376430412
向下,281,221,14.391634124694756
基金,311,216,14.388146532706244
時間,316,248,14.378463864576705
自營商,171,141,14.354881283876153
電台,216,194,14.329877150873978
亞股,262,229,14.308012776706532
至口,225,153,14.298394675858095
王大立光,249,231,14.245895169728522
衝擊,272,233,14.228723803951437
解析,275,273,14.194899313018073
所幸,272,234,14.168643251274087
出貨,275,214,14.05635375106737
收元,186,101,14.024719439060105
來源,252,250,14.000727477218003
為點,256,177,13.987623596338148
使得,259,220,13.941983865303916
收紅,256,195,13.928796228227684
上周五,267,139,13.90069588828692
發展,271,224,13.862038976404303
元年,235,128,13.748463945427979
市值,208,152,13.744775654252502
傳產股,249,216,13.710874838748301
第三季,240,134,13.708474025828346
多單,272,205,13.68611583823818
挑戰,247,206,13.671302498452194
有望,263,202,13.656746678736377
尤其,272,233,13.655968301332239
月份,255,164,13.598338438207918
可以,292,180,13.59426783590527
物料,239,174,13.512751463647936
五日,239,154,13.485145780624624
中性,225,173,13.4768006735537
恩平,234,100,13.441306595580208
守住,238,191,13.420798357853474
收黑,234,188,13.404044465538274
氣氛,243,205,13.379175364211948
就是,282,184,13.361124264119072
上漲,269,237,13.35320125180339
營業,405,75,13.352580723505227
空方,233,178,13.34901203299133
新聞,261,251,13.332376809976115
造紙,241,199,13.276368310800331
轉強,255,208,13.276051807084587
強勁,258,225,13.242814148641724
生技,245,200,13.209239781656509
不足,241,198,13.202963603685236
偏多,246,200,13.188340876354642
收點,198,156,13.127296819706451
停板,229,166,13.065688817812061
原文,228,109,13.010763863005797
伸堂,233,195,13.000764927550751
龍頭,225,212,12.928231735578963
除了,257,210,12.904327299173968
元月,210,164,12.886240470645221
即將,247,222,12.875246481872997
報導,263,235,12.864748476527069
櫃買,217,179,12.777927618278758
但是,256,173,12.773034626210011
前名,128,59,12.717229702824921
回測,234,181,12.709621591643078
一步,247,223,12.687364218754292
玉山,226,198,12.678682518395151
小漲,202,166,12.672400283563855
造成,249,201,12.63903475901607
隨著,228,208,12.591708971969684
全年,245,178,12.589101052444471
設備,250,217,12.57478255033863
翻紅,215,190,12.548098634114114
聚焦,223,171,12.463993865450886
放大,275,199,12.460927523749897
在點,247,223,12.46001275879724
進場,245,194,12.457327280986755
情況,227,184,12.352228729774735
值新,155,155,12.322368593411825
股東會,196,97,12.298288821837772
能否,211,182,12.202935437579146
人民,229,152,12.178465960768511
代工,208,178,12.175691930529144
商賣,248,219,12.052532792159955
比重,233,183,12.044599843990877
三雄,196,141,12.03352904989511
狀況,240,194,12.000645626002234
重新,217,184,11.972698166195169
大關,211,186,11.97219926891536
有限,215,172,11.97154185686986
反應,215,187,11.955500780258456
累計,218,164,11.928353054833188
看法,225,202,11.916274512997127
主流,219,175,11.909017686340793
轉為,211,167,11.886640985455093
點關,193,167,11.86457908784005
鋼鐵,197,170,11.859933670930108
穩定,226,186,11.850328986253919
股上,219,169,11.815551619998212
未平倉,180,66,11.80045806667383
效應,228,184,11.755967750123334
尚未,230,192,11.728480077461883
重回,192,166,11.7132174682763
關鍵,220,189,11.69310971242173
調節,212,182,11.678229377348515
機率,216,177,11.667976946925842
所有,236,211,11.66660863438411
填息,190,120,11.642084936342071
已經,233,179,11.639850063589162
日本,208,164,11.612839864309876
多空,190,167,11.599088250861083
反壓,198,160,11.598439270038208
大同,208,130,11.595470463976802
股則,198,164,11.574903381708234
去年同期,187,135,11.555972678219836
報告,221,195,11.550064767259899
缺口,197,145,11.523243587501268
聯發,192,164,11.521990109327126
塑膠,206,181,11.521653606276887
逐漸,225,187,11.5203333323771
不如,200,167,11.519261967122116
以下,222,195,11.500376538440861
大陸,211,170,11.481526872764508
結算,185,126,11.466055091573391
電大立光,172,159,11.440295190475757
智慧,211,132,11.437348650095313
下台,201,173,11.428078651952747
設計,216,161,11.421335248853879
選股,226,207,11.385292989614866
一路,209,187,11.377247884263216
偏弱,188,145,11.303362801356265
傳出,200,167,11.291106974691552
衰退,180,130,11.282317148666188
依舊,172,140,11.265949053921997
周四,188,138,11.229165472913635
推出,204,161,11.22234740819117
暗示,154,97,11.211697626965481
華為,173,80,11.148997359332697
調整,200,157,11.144944248502394
融券,218,161,11.142301715625086
編輯,179,178,11.124321184681463
線點,188,143,11.122735335009763
進行,223,175,11.098724850716131
持平,158,150,11.089731288532214
微星,184,146,11.024125350069273
銀行,190,137,11.019251022652094
變數,192,169,11.016092274471767
不利,203,167,11.013945697193089
匯率,198,151,11.001395110470208
鴻海,187,169,10.999583439944056
追價,176,146,10.9988646632788
台化,170,145,10.990367171875137
逼近,180,164,10.95223178678035
下周,175,110,10.938414808108098
目標,188,154,10.921480447809143
上揚,202,174,10.845643151956832
訂單,198,165,10.835524969749798
歐美,181,153,10.818112430512157
數量,156,100,10.812594070801643
最新,186,154,10.799868543475165
考量,222,201,10.79074027838819
陸股,180,135,10.758770462490833
一日,181,149,10.741554415785572
關稅,181,136,10.723301140122333
外資賣,203,176,10.71548401326901
如果,229,136,10.683933673812762
重點,184,157,10.673779893003221
擴大,193,178,10.663624415126948
回穩,185,156,10.64815095429875
還有,191,169,10.641247676906705
策略,203,171,10.634868979254547
跌勢,173,140,10.633109107870927
燈漲,173,140,10.613188852168602
概況,88,45,10.605847118430109
消息,188,152,10.592683371520833
晶片,184,133,10.565547901292428
現階段,194,161,10.556746527526341
登場,181,150,10.531322776805569
提升,217,171,10.514806763462323
問題,214,165,10.507564395125273
三星,197,122,10.502295402487325
陸續,185,170,10.49477545154166
先前,199,175,10.494312363323822
股台,172,158,10.485508492877502
首季,165,130,10.481376876435764
新興,191,147,10.466554354385744
雙鏡頭,163,90,10.435607630546132
前波,173,149,10.415856445669892
而言,199,162,10.409418226145593
封關,161,89,10.364231380337795
狹幅,172,146,10.35508121200461
位置,185,144,10.337436582448698
億元季,144,62,10.320514733824064
看待,179,153,10.317035284379381
政府,203,149,10.30468536873264
未能,187,154,10.291217974766496
價元,324,88,10.288517058180796
同樣,167,143,10.286137128613323
本益比,262,82,10.243396805773742
資料,145,124,10.24090070476188
最近,300,75,10.231378600940692
同時,183,161,10.212705666032386
相當,185,155,10.19828592087188
回升,183,161,10.194557719639926
宣布,192,168,10.177723168832241
景氣,184,142,10.157397831482422
高台,157,136,10.15517175360413
電纜,166,161,10.155121037445882
甚至,194,164,10.135158654945673
大成,170,126,10.117971949665433
法說,153,115,10.117181110792403
逆勢,167,149,10.109195152604906
回到,165,139,10.107371042221038
更是,180,163,10.07524047683998
海大,147,140,10.073628127552901
代表,185,155,10.07199147709132
奇力,176,141,10.063152702985041
周三,158,119,10.058821197493833
第二季,174,114,10.045912942685613
太陽能,162,109,10.035693394198594
聯發科,162,147,10.022407809175983
選擇權,157,77,10.015549219740102
數據,180,146,9.973255239886315
簡伯儀,135,91,9.968193211792105
強彈,156,123,9.938809311576405
第四季,163,116,9.926471622636145
正式,169,149,9.9124251455147
面臨,173,154,9.906534990906625
逾點,151,116,9.895807238044169
玻璃,163,124,9.88396093110432
積電台,99,33,9.860513088504915
接近,156,138,9.858461752716494
股加權,144,133,9.849884273593656
拉高,169,147,9.837626927021608
偏空,170,134,9.83479759525485
漲價,174,130,9.813723652731262
單口,167,119,9.806398832005627
漲元,115,74,9.794469839431464
排行,63,32,9.787728786067886
價差,155,126,9.773544565775547
預計,171,144,9.770742446754277
光大,118,91,9.763935505113727
發科,152,139,9.756687270935235
期待,174,152,9.753672049542214
電腦,179,170,9.74180954851473
部份,207,133,9.714809967675134
資訊,193,162,9.671858152861605
歐洲,160,136,9.665528405027374
電子類,145,116,9.643853180010659
之前,194,167,9.623275769146973
萬口,166,136,9.619292660445463
跡象,154,136,9.615261838909456
環球,156,129,9.607572229236972
感測,157,102,9.603538465735234
上升,170,126,9.58166801378585
環球晶,155,130,9.564555175602298
陷入,160,139,9.564344652699809
樂觀,175,150,9.555218212965459
轉弱,162,140,9.553840882612825
第名,271,22,9.549050003133852
並未,157,127,9.533108220042312
點以點,158,132,9.522196290803615
全數,172,153,9.521980114373964
不會,174,135,9.518899807617386
隨即,163,146,9.510305700706718
影線,166,143,9.506150695904767
代號,112,70,9.493255426118138
重返,146,123,9.48726957319131
啟動,170,147,9.484705638619252
動能,175,144,9.469767554922278
大廠,170,146,9.467469828769374
說會,148,136,9.465771552794992
壓抑,156,137,9.464626219736353
升值,145,107,9.457441446981782
如下,151,149,9.44754562815524
年底,171,137,9.436388840240346
點作,133,109,9.43531927817361
貨台,131,131,9.433401772427048
淡季,150,121,9.412245260492062
形成,167,126,9.406069113057262
方向,155,126,9.40510402799121
逐步,159,138,9.403427712069393
股利,164,91,9.349430114950758
控股,155,148,9.328008245003527
單季,149,96,9.322440102863537
無法,174,145,9.31209450639472
外資買,171,151,9.306682070392755
走強,159,134,9.29707356928865
只要,171,145,9.279192617046345
橡膠,154,146,9.259458843057628
買賣,118,109,9.25207579543605
盈餘為,134,46,9.24465026406602
車用,169,124,9.218750945970122
通路,164,149,9.182340560969799
電及,148,129,9.167133095756123
沉重,160,127,9.159093463949697
面來,168,161,9.15808437667213
百點,128,112,9.157639420837915
國泰,132,127,9.149279259670173
萎縮,140,126,9.145335314972149
收高,142,120,9.131110560051205
水位,137,111,9.110324610514592
有助,163,139,9.097693506451982
點收,166,161,9.073826497466007
光鴻海,131,118,9.018008562695417
創歷史,144,132,9.012205543043343
月底,156,135,8.999368953552812
召開,126,107,8.997322759905723
升至,153,118,8.99008906545651
任何,159,95,8.954118856455972
以元,139,93,8.953962830002322
月營,145,117,8.939750351838223
加持,147,128,8.934036510493884
網路,151,145,8.921154867062649
旗下,152,131,8.91380450778497
不佳,145,136,8.911820486384059
大台灣,98,59,8.903563127941394
亞洲,144,135,8.901718740065506
那斯達克,124,119,8.888376719049567
爆量,136,112,8.88827132080746
導致,166,142,8.865912205896425
下探,138,126,8.858340816867761
自行,129,117,8.841604168043048
最為,137,118,8.83068371640207
一個,203,144,8.830674112247749
參考,157,140,8.803013724881305
貨幣,153,126,8.738028889794958
結果,163,126,8.735291135119608
心得,174,122,8.715169706883994
降低,164,146,8.714259640048127
英國,123,81,8.677940681394453
會議,140,107,8.677565172284925
股息,150,95,8.671686529434496
日盛,160,117,8.662422982349403
股為,137,127,8.660503528403531
聯準,147,111,8.639130605553344
值為,104,104,8.638793985649963
股及,160,126,8.618984915179906
央行,142,116,8.612832438423993
點收盤,84,59,8.609953224076039
網通,132,107,8.59851814305892
南亞,130,111,8.577410428720714
疑慮,138,127,8.574795324560839
選舉,129,99,8.561799311613104
繼續,144,128,8.54437582960676
通信,143,133,8.54179268845054
智慧型,140,98,8.529944538699304
明光,137,114,8.518261064350838
點盤,103,100,8.489612046625327
進賣,83,19,8.474526987325923
指數點,102,101,8.452032515128566
提前,134,107,8.436957891595286
減少口,137,88,8.43416576679406
預料,138,109,8.429896281770972
達元,102,76,8.394420867388655
新台幣,125,110,8.351296220438352
主力,121,106,8.348855560525239
大滬深,118,72,8.328630097586789
不變,145,118,8.311791545882901
第二,169,153,8.3062075539609
中期,137,111,8.303368705703168
最強,138,118,8.289476333990118
明會,102,80,8.276750519513284
穩盤,122,107,8.276383783473461
必須,153,123,8.27385257995893
光電,128,112,8.273538440418644
反攻,127,97,8.259003707814161
調降,131,109,8.253624218540203
整數,126,114,8.24072009619938
吸引,141,126,8.225675523671773
群創,118,102,8.224355416002098
悲觀,127,121,8.215479987195236
中石化,126,90,8.21231858499713
氣勢,135,118,8.206894456969152
舉行,129,118,8.186967028057603
半根,116,80,8.169962544414323
股開,115,110,8.138650037097857
基期,141,122,8.138460007706628
全新,138,109,8.130699386515772
中鋼,126,114,8.106391641072964
攻上,119,108,8.104213531795287
成功,140,126,8.099483037486266
光法,114,94,8.098392903847092
超台,128,118,8.091562265476021
所以,148,86,8.083002414032466
點大關,113,93,8.07966636268666
不到,128,115,8.073629720525652
金元,120,105,8.069132397702782
沒有,149,119,8.04830845167752
紅盤,122,110,8.031414621479332
水準,124,111,8.021429756766837
離率,127,127,8.020978659764795
出口,127,89,8.019855112998622
日前,126,113,8.016247062783616
領漲,123,109,8.001274102809715
中長,141,116,7.994679151391651
紀錄,118,95,7.989967950110973
評論,146,116,7.9875765577620195
波動,143,120,7.986551304332093
日報,102,58,7.970524817703467
應用,135,96,7.949424580117078
只是,134,111,7.949040745004073
觀光,127,126,7.948982362451852
中美晶,119,109,7.944441921162906
第一季,126,95,7.942705462400077
結束,132,117,7.940875537862871
證交所,114,71,7.937590075775301
官股,99,63,7.936167624571224
破底,125,101,7.898711974545369
美律,120,94,7.885261901836282
幾乎,126,114,7.8842643457400765
發表,122,100,7.87926595011179
品牌,128,101,7.8761507216750815
協理,112,111,7.865883305896144
資買,129,126,7.861377969751177
在外,126,116,7.860673599151993
創高,136,122,7.8523565157642885
生效,111,74,7.850186304374296
反映,122,114,7.835384682487035
快速,136,128,7.830320868989625
餘額,147,144,7.795083460605853
收高點,105,39,7.783699705034793
值得,136,125,7.772878609995307
報價,130,113,7.768149479968676
確定,126,108,7.748756564094947
情緒,124,112,7.748251076744963
奇摩,129,129,7.7458274612378
午盤,117,104,7.734726858108604
將持續,130,120,7.728241966612776
進光,118,75,7.728023736283321
三王,113,84,7.715525510965426
億台,49,34,7.709536461057786
與理,128,128,7.707019726529864
財寶聯合,128,128,7.707019726529864
回補,127,102,7.69682666630061
順利,133,119,7.67677351677237
出刊,127,127,7.659317247978266
引發,134,120,7.653538354206956
單口淨,135,38,7.647252395515487
排除,134,116,7.645279739980073
注意,125,96,7.641256561901094
概念,116,94,7.6371230003893205
大江,105,83,7.634413046528524
率先,123,115,7.61984253058501
本季,114,88,7.617173178347269
事件,123,83,7.616070025426114
電機,117,111,7.584088992376515
連結,139,114,7.574228855317371
國巨,128,107,7.572018931372753
撐盤,103,94,7.571602412399243
漲停,116,103,7.567018547550544
重量,116,108,7.560843661609185
國內,131,114,7.54742534039516
空單,139,106,7.534122243116774
直接,125,111,7.533379494727545
不易,117,103,7.52426454827642
商買,115,100,7.522371088477368
特斯拉,116,86,7.510731962576026
接下,123,115,7.504561828654363
商機,116,97,7.47619235974596
明日,107,82,7.469527150509231
研究部,94,93,7.467725158950156
態度,129,119,7.462713414411814
意願,120,105,7.444582542556608
擔憂,121,112,7.4393992466607735
前景,118,103,7.434066616059056
雙雙,107,90,7.42589957705959
技嘉,114,83,7.4235542400570305
選擇,114,94,7.421628398435415
城半導體,115,112,7.417558468039656
創意,109,91,7.412788864708671
周五,111,83,7.41128756531777
同期,114,85,7.409916330800715
盤前,98,98,7.394541545040127
股本,124,101,7.389146978652369
組合,101,73,7.388813127973476
配合,114,105,7.383439614160015
電器,118,114,7.381369536730295
全球股市,128,106,7.373691971995226
盤整,113,102,7.371018054963911
穩懋,102,86,7.3621970429597505
多拉,116,95,7.362193068273531
周一,109,84,7.34967867497328
大增,124,105,7.341696490849795
減少,116,103,7.338177203982494
帶量,112,100,7.337782986715873
萬張,109,95,7.3355203372996165
傳統,101,94,7.325281692319801
貨淨,84,83,7.323687897665948
機械,119,110,7.302234124183932
新品,108,89,7.294169340592471
口至口,106,58,7.244029734447172
偏向,106,96,7.233300636112652
百分,104,67,7.232071120093408
表態,105,90,7.230328404779521
明天,86,68,7.215901566744874
依然,109,92,7.215366743511166
三日,93,62,7.207564147036121
具有,124,113,7.205543402205713
增溫,104,97,7.197348872896576
消息面,101,96,7.192754192675569
只有,120,91,7.187545554265947
產能,130,107,7.177319189527969
元大期,76,76,7.173629185208439
貶值,112,85,7.158079052187699
扮演,104,99,7.142380029493376
富邦金,105,101,7.138465170874115
二線,101,89,7.1315475782916335
總統,115,95,7.129492284195345
近年,116,98,7.120803586916588
百貨,104,103,7.117722430730004
世界,109,95,7.107458191035162
大家,110,83,7.105731843665106
資賣,105,98,7.103840274131767
航運,109,98,7.101353776342176
嘉聯益,108,92,7.089589353500496
毛利,107,77,7.076882670493218
保險,83,77,7.075890472444789
現金,123,94,7.07124012722801
準備,115,100,7.070294023760391
之外,117,108,7.067266431631439
態勢,106,96,7.0665860467431285
死亡,108,90,7.060672518763556
公告,133,103,7.056838248903677
差點,90,53,7.0557957119062635
有表現,118,102,7.045158410003491
漲家數,72,65,7.02641662989921
今早,89,64,7.0224223877437755
研究,130,107,7.013011548276549
談判,109,81,6.970373109079821
紛紛,103,94,6.965767497808533
回流,105,89,6.964855157857729
危機,110,94,6.9536081782536066
意外,94,81,6.95097708517909
連日,100,84,6.941461165321318
問處,93,93,6.937953584054531
記憶體,109,92,6.931383131030554
股價表現,110,95,6.922492034040487
不錯,111,96,6.920851354432845
有利於,109,84,6.920361418696969
點至點,99,84,6.915591614533348
執行長,105,102,6.914651880588329
八大,89,84,6.914037103134585
