token,tf,df,tf-idf
進場,31,24,2.0058116633780103
品牌,47,22,2.003854160197322
創年,26,20,2.003535961510734
走低,32,26,2.0015727387869937
投片,31,19,2.0006801620555286
點台,26,24,1.998871734747451
材料,40,23,1.9986412588874898
利用率,29,21,1.9959167986168858
工作,51,36,1.9931438927426384
媒體,38,29,1.9894262528927864
虛擬,30,27,1.9870607869537391
接近,30,28,1.9859787918461478
逼近,28,26,1.9856143181897423
裝置,33,26,1.9837578396933384
評估,35,31,1.9805595811904544
總統府,28,8,1.980387684555466
發放,23,18,1.97809140756831
創造,39,23,1.9752460693022145
主因,36,32,1.972138894917936
部位,30,20,1.9690627812092703
值得,30,27,1.9672309396449126
支援,33,28,1.964573586685007
新低,28,22,1.9624893347393808
券商,29,14,1.9616806144692611
前名,19,12,1.9610687076584747
熱錢,26,20,1.9593854997261289
院士,39,5,1.958909473805926
公投,31,25,1.9552516999610077
回收,38,8,1.9462856247445792
進度,30,20,1.9446754933319157
經營,45,30,1.9413934001849606
現貨,33,25,1.9373612463991439
相較,42,37,1.9362637088507224
調查,42,25,1.9357531550643474
扮演,36,36,1.9342064220746438
稅後純益,28,18,1.9311922742264405
變數,30,27,1.9305280424885283
友達,20,16,1.9302720113102567
開發,40,32,1.9288912136243253
整合,40,30,1.9237267759338132
投資案,32,16,1.9209049568805623
自己,34,24,1.9194531642841077
時代,32,16,1.9169537668515948
方式,41,31,1.9072845836633676
加持,27,24,1.9061006563999148
憑證,18,17,1.9049266063565795
市占率,30,25,1.8998697829082654
年線,23,13,1.8996165700530485
股東會,30,25,1.8924325765086507
能力,45,35,1.8858966009863083
水泥,29,24,1.88549273655497
這些,40,31,1.884405719434719
滑落,21,17,1.879776159336019
大增,31,26,1.879336028656679
因應,32,29,1.8790135750829975
已有,36,34,1.8789898219028236
萎縮,25,20,1.8738922170600396
亮眼,33,26,1.870991373058923
所有,34,32,1.869003329057775
電萬張,19,18,1.8644599963199426
比例,29,22,1.8640050681171705
很多,41,28,1.8631066191005001
此次,37,25,1.8593236588829605
海外,38,26,1.8568561310393787
國安,25,9,1.8532022521085911
反應,27,26,1.852898196007341
今早,27,15,1.8518258666577816
運算,32,19,1.8516721809368655
人士,32,29,1.8505491518718473
商機,33,21,1.8499849509502204
降低,34,30,1.8480241330572467
概念股,31,30,1.844420909630872
雙鏡頭,27,19,1.8409375912671995
線點,26,21,1.8360035336695772
將是,30,28,1.835521424676323
上午,24,22,1.8299791088082809
為點,23,19,1.8296892298451322
反映,29,28,1.8290016247989362
跌點,25,21,1.8285945814862747
延續,26,24,1.8222619243266436
加薪,50,7,1.8210526247659262
季增,23,18,1.8209904390901073
旗下,32,25,1.8188582022719921
那斯達克,26,25,1.8178917703311293
有助,32,29,1.8120633882627986
手中,27,22,1.8080828442795855
電股價,19,18,1.8057599644348787
考量,34,33,1.80340316110943
將達,22,20,1.7985014132683474
大學,35,20,1.7961626607790433
自營,24,19,1.795645387082525
例如,36,30,1.792910883307491
加速,27,17,1.7922734921377756
向上,25,24,1.7901074079829495
擴大,32,30,1.789189546792792
攻上,22,17,1.7861509285491322
拿下,32,29,1.7855403560690306
美國存,15,15,1.7843801568251176
能源,42,17,1.7837965564557794
不足,36,27,1.778647611508368
子公司,32,23,1.7764242791512266
太陽能,36,13,1.7754861771712345
題材,27,27,1.7728825614378694
持有,34,21,1.771931648676772
物料,26,22,1.7687570891183286
首度,33,31,1.766194170439255
近個,22,19,1.7609897127853453
生技,27,19,1.759892419598259
收購,35,19,1.7527199111585352
啟動,29,27,1.7456390759009117
聚焦,29,26,1.7450658868659
價元,24,22,1.7407275915293179
群創,30,18,1.7345300149986063
回到,29,26,1.7290898634217753
標準,31,27,1.7281496200322803
電月,21,20,1.7274687448818056
作收,21,20,1.7245879681043197
機器,28,18,1.723643994412296
周三,18,9,1.7233143577805088
原本,28,25,1.7206841703984872
關卡,25,24,1.7191353674761405
偏多,23,21,1.7179987365991691
簽約,22,7,1.7172589612166456
歷史次,16,11,1.716004889994112
在點,26,24,1.7152661873601551
估計,26,24,1.7150272038920846
百分,22,14,1.7136661862109117
調降,25,16,1.7120211668315088
期待,28,24,1.7089551065562039
上下,28,25,1.7078599850293168
聯準,25,22,1.6997924050615838
紛紛,26,21,1.6990898063578275
決議,21,18,1.6975703512200055
超台積,19,19,1.6960531768083515
我們,40,19,1.6958475346336843
兩岸,27,19,1.6947035151054133
北美,20,12,1.690432159353809
升級,30,16,1.6899157969175262
來源,14,14,1.6881430700990103
物聯網,31,21,1.6877945398753726
率先,29,28,1.6874396915148142
非常,38,32,1.6858130739269668
良率,24,20,1.68516335566212
協理,24,23,1.6800972324537535
新竹,31,23,1.6794558443412269
至今,28,25,1.6786043599193896
透過,41,33,1.6780524588288488
上漲,18,15,1.676384347962975
尚未,30,29,1.6758758949376147
收成,22,20,1.67248967336312
回溫,23,20,1.6714944263647171
水位,25,22,1.6711198737952855
將會,27,23,1.6697727870884762
股本,25,25,1.6690708955361795
強震,17,10,1.6685446587943962
調升,25,17,1.6684742808595652
控股,27,26,1.6675785402717966
季節,20,17,1.6636714221670081
疲弱,24,21,1.6630183753355325
升值,24,19,1.653373996217083
工現,20,8,1.65275561142342
如果,37,23,1.651413635013144
能否,28,23,1.6511825148764674
要求,34,25,1.650781298515653
數量,27,21,1.648409649731206
不錯,22,20,1.6470026500629593
之一,33,30,1.6447179505029408
激烈,28,21,1.6441118740738228
減碼,21,10,1.642441997827251
全力,27,24,1.6420870007414288
本益比,25,13,1.6410339444805218
一定,37,29,1.6391099236136766
占大盤,29,22,1.639064682669536
中鋼,22,16,1.6375680788387421
一舉,27,24,1.6362891093935448
電凱,24,11,1.633994759562376
不變,25,21,1.6338940534363273
位置,23,23,1.6328867557735538
小幅,21,21,1.628898226835332
全數,24,21,1.6262129761156676
切入,27,23,1.624297679542293
不少,31,29,1.6237817793519649
萬口,24,19,1.6232970749056626
發現,26,22,1.622927476018343
機構,31,26,1.6218121772184122
王大立,24,22,1.6194073659385788
重返,19,15,1.6170668510893607
億元季,22,18,1.6120930255917123
多空,28,23,1.6111932944349148
在奈米,23,20,1.6062171463871684
放大,23,20,1.6033303076400065
權息,21,13,1.6031515769364042
嚴重,24,19,1.6017221664569732
看待,27,25,1.5986356791702596
億元台,20,19,1.598577184314317
挑戰點,18,13,1.5979970585307408
團隊,35,24,1.5966709374402748
但是,30,29,1.5966523596370508
驅動,27,18,1.5949783865429534
簡伯儀,18,10,1.593438167004962
日止,15,11,1.593259514827455
新台幣,24,19,1.591708722790192
這是,34,28,1.5910121793963747
教育,38,16,1.589137202461852
效應,29,26,1.5869258766013221
互見,17,14,1.5852157878201973
網路,32,24,1.584943625866718
周四,19,17,1.584236736474704
車用,22,19,1.5805021934166572
提前,24,19,1.5791884811384094
升至,23,20,1.5789631254093484
拖累,21,20,1.578315809700896
標價,20,16,1.5770183976968726
出售,21,11,1.576581133370738
如何,29,25,1.574449112130069
系統,36,23,1.5741402005205125
乖乖,31,3,1.5728565248781938
走弱,22,16,1.5719127516713707
專業,39,17,1.5688152882022737
轉強,19,16,1.5685025156721153
收將,21,19,1.5648271555597641
無法,31,28,1.5634505447782703
釋出,21,20,1.5573171794906986
青年,32,6,1.555499289994424
系列,26,20,1.554908684541454
之間,27,20,1.5542769058325276
決定,32,26,1.550540873144335
單日,19,11,1.5502059845707998
會議,25,18,1.5499055638227428
配發,24,15,1.548867923389059
拉升,19,19,1.5485798554329275
英國脫,22,17,1.5470975496306565
油價,23,20,1.5356138166301307
入股,31,19,1.5318577138135179
將持續,25,23,1.530886416420079
外資買,20,20,1.529103512481302
低點,21,20,1.5288462052694762
一家,28,24,1.5278291921104221
這次,25,20,1.5266815542649834
發表,19,16,1.5214435751184188
規劃,31,23,1.5204237045834381
申請量,32,5,1.5202660845184262
擔心,28,23,1.5192152806515324
不佳,21,17,1.5177415986219522
點關,17,15,1.512312114731294
幾乎,24,21,1.5110747357649223
其實,25,16,1.5103512932700676
趨緩,23,22,1.5100430400277618
下挫,21,17,1.5091035166487703
成立,38,25,1.507225792298242
大單,20,14,1.5050273053171475
控制,31,16,1.5040039886770786
兆元,18,16,1.5029845649839948
擴張,22,19,1.4995626639381927
意外,18,12,1.4971871126633611
近日,21,19,1.4958975055918622
電將,23,20,1.4952298476057262
上升,25,24,1.4951923254968502
南京市,21,13,1.493983912877468
行商,15,6,1.4929289417554734
紡織,20,19,1.4916646090300196
一直,30,27,1.4902378055637693
新增,23,21,1.4878903505239365
晶圓龍頭,20,19,1.485586272824912
發生,22,19,1.4823240189329232
結束,25,21,1.4822072982391539
玉山,21,10,1.4810630802759497
止跌,19,14,1.480251424359601
必須,33,18,1.4793675979633854
